Player,REC_rz,TGT_rz,REC PCT_rz,Y/R_rz,TGT PCT_rz,Year,Week
Kendrick Bourne (NE),1,1,100.0%,8.0,33.3%,2018,16
Adam Humphries (FA),1,2,50.0%,8.0,40.0%,2018,16
DeAndre Hopkins (KC),1,1,100.0%,8.0,50.0%,2018,16
Taylor Gabriel (FA),0,0,0%,0.0,0.0%,2018,16
Cole Beasley (FA),1,1,100.0%,8.0,25.0%,2018,16
Demaryius Thomas (FA),1,1,100.0%,7.0,50.0%,2018,16
Nelson Agholor (BAL),1,1,100.0%,6.0,50.0%,2018,16
Adam Thielen (CAR),1,1,100.0%,6.0,50.0%,2018,16
Brandin Cooks (DAL),1,1,100.0%,6.0,50.0%,2018,16
Jarvis Landry (FA),1,1,100.0%,6.0,33.3%,2018,16
Kenny Golladay (FA),1,2,50.0%,5.0,100.0%,2018,16
Jarius Wright (FA),1,1,100.0%,5.0,20.0%,2018,16
DJ Moore (CHI),1,1,100.0%,4.0,20.0%,2018,16
Calvin Ridley (TEN),0,1,0.0%,0.0,25.0%,2018,16
Deante Burton (FA),0,0,0%,0.0,0.0%,2018,16
Marquez Valdes-Scantling (NO),0,3,0.0%,0.0,50.0%,2018,16
Keelan Cole Sr. (FA),0,1,0.0%,0.0,50.0%,2018,16
David Moore (CAR),0,1,0.0%,0.0,33.3%,2018,16
Deontay Burnett (FA),0,1,0.0%,0.0,33.3%,2018,16
Michael Crabtree (FA),0,2,0.0%,0.0,66.7%,2018,16
Noah Brown (WAS),0,1,0.0%,0.0,25.0%,2018,16
John Brown (FA),0,1,0.0%,0.0,33.3%,2018,16
Doug Baldwin (FA),0,2,0.0%,0.0,66.7%,2018,16
Alshon Jeffery (FA),0,1,0.0%,0.0,50.0%,2018,16
Mohamed Sanu Sr. (FA),0,1,0.0%,0.0,25.0%,2018,16
Marquise Goodwin (FA),0,2,0.0%,0.0,66.7%,2018,16
Kelvin Benjamin (FA),0,2,0.0%,0.0,66.7%,2018,16
Breshad Perriman (FA),0,1,0.0%,0.0,33.3%,2018,16
Dede Westbrook (FA),0,1,0.0%,0.0,50.0%,2018,16
Eli Rogers (FA),0,0,0%,0.0,0.0%,2018,16
Cody Core (FA),0,0,0%,0.0,0.0%,2018,16
Chris Godwin (TB),0,1,0.0%,0.0,20.0%,2018,16
JuJu Smith-Schuster (KC),0,1,0.0%,0.0,16.7%,2018,16
Zay Jones (ARI),0,1,0.0%,0.0,100.0%,2018,16
Curtis Samuel (BUF),0,3,0.0%,0.0,60.0%,2018,16
Jalen Tolliver (FA),0,1,0.0%,0.0,100.0%,2018,16
Amari Cooper (BUF),1,1,100.0%,-7.0,25.0%,2018,16
Mike Evans (TB),2,2,100.0%,14.5,66.7%,2018,17
Brandin Cooks (DAL),2,2,100.0%,10.5,50.0%,2018,17
Julio Jones (FA),2,3,66.7%,15.0,75.0%,2018,17
Chris Godwin (TB),1,1,100.0%,19.0,33.3%,2018,17
Zay Jones (ARI),1,2,50.0%,18.0,50.0%,2018,17
T.J. Jones (FA),2,2,100.0%,8.5,33.3%,2018,17
Phillip Dorsett II (ATL),2,2,100.0%,8.0,40.0%,2018,17
Tyreek Hill (MIA),0,0,0%,0.0,0.0%,2018,17
Larry Fitzgerald (FA),1,2,50.0%,15.0,66.7%,2018,17
JuJu Smith-Schuster (KC),1,1,100.0%,11.0,33.3%,2018,17
Dontrelle Inman (FA),1,1,100.0%,11.0,25.0%,2018,17
Richie James Jr. (FA),2,2,100.0%,5.0,40.0%,2018,17
Tre'Quan Smith (FA),1,2,50.0%,9.0,66.7%,2018,17
Robert Foster (FA),2,2,100.0%,4.5,50.0%,2018,17
Stefon Diggs (HOU),2,2,100.0%,4.0,100.0%,2018,17
Calvin Ridley (TEN),1,1,100.0%,7.0,25.0%,2018,17
Nelson Agholor (BAL),1,2,50.0%,6.0,50.0%,2018,17
Julian Edelman (FA),1,1,100.0%,5.0,20.0%,2018,17
Mike Williams (PIT),1,1,100.0%,3.0,50.0%,2018,17
Kendrick Bourne (NE),1,1,100.0%,2.0,20.0%,2018,17
Josh Reynolds (JAC),1,2,50.0%,2.0,50.0%,2018,17
Alshon Jeffery (FA),1,1,100.0%,2.0,25.0%,2018,17
Antonio Callaway (FA),1,1,100.0%,1.0,33.3%,2018,17
Mohamed Sanu Sr. (FA),0,0,0%,0.0,0.0%,2018,17
Kenny Stills (FA),0,0,0%,0.0,0.0%,2018,17
DJ Moore (CHI),1,2,50.0%,19.0,66.7%,2018,17
DeAndre Hopkins (KC),1,1,100.0%,13.0,33.3%,2018,17
Andre Roberts (FA),2,3,66.7%,6.5,75.0%,2018,17
Brandon Powell (MIN),1,2,50.0%,11.0,33.3%,2018,17
Kelvin Benjamin (FA),1,1,100.0%,9.0,50.0%,2018,17
Javon Wims (FA),1,1,100.0%,9.0,100.0%,2018,17
Golden Tate (FA),1,1,100.0%,7.0,25.0%,2018,17
Michael Thomas (FA),1,1,100.0%,6.0,33.3%,2018,17
Tyrell Williams (FA),1,1,100.0%,6.0,50.0%,2018,17
Jarvis Landry (FA),1,1,100.0%,5.0,33.3%,2018,17
Ryan Grant (FA),1,2,50.0%,4.0,50.0%,2018,17
Trent Taylor (SF),1,2,50.0%,3.0,40.0%,2018,17
Ryan Switzer (FA),1,2,50.0%,2.0,66.7%,2018,17
Rashard Higgins (FA),1,1,100.0%,2.0,33.3%,2018,17
Dede Westbrook (FA),1,1,100.0%,1.0,100.0%,2018,17
Taywan Taylor (FA),0,1,0.0%,0.0,100.0%,2018,17
Vyncint Smith (FA),0,1,0.0%,0.0,33.3%,2018,17
Chris Lacy (FA),0,1,0.0%,0.0,16.7%,2018,17
DaeSean Hamilton (FA),0,1,0.0%,0.0,100.0%,2018,17
Andy Jones (FA),0,1,0.0%,0.0,16.7%,2018,17
Adam Humphries (FA),0,0,0%,0.0,0.0%,2018,17
T.Y. Hilton (FA),0,1,0.0%,0.0,25.0%,2018,17
Chris Hogan (FA),0,2,0.0%,0.0,40.0%,2018,17
Chris Conley (SF),0,1,0.0%,0.0,50.0%,2018,17
DeVante Parker (FA),0,1,0.0%,0.0,100.0%,2018,17
Michael Gallup (FA),0,0,0%,0.0,0%,2018,17
John Brown (FA),0,1,0.0%,0.0,100.0%,2018,17
Courtland Sutton (DEN),0,0,0%,0.0,0.0%,2018,17
Robbie Chosen (FA),0,1,0.0%,0.0,25.0%,2018,17
Chad Williams (FA),0,1,0.0%,0.0,33.3%,2018,17
DeAndre Carter (CHI),0,1,0.0%,0.0,33.3%,2018,17
Curtis Samuel (BUF),0,1,0.0%,0.0,33.3%,2018,17
Sterling Shepard (TB),0,1,0.0%,0.0,100.0%,2018,17
Anthony Miller (BAL),0,0,0%,0.0,0.0%,2018,17
T.Y. Hilton (FA),3,3,100.0%,9.3,60.0%,2019,1
DeAndre Hopkins (KC),2,2,100.0%,9.0,100.0%,2019,1
Alshon Jeffery (FA),1,1,100.0%,5.0,100.0%,2019,1
Calvin Ridley (TEN),2,2,100.0%,18.0,50.0%,2019,1
Josh Gordon (FA),1,2,50.0%,20.0,66.7%,2019,1
Preston Williams (FA),2,2,100.0%,8.5,100.0%,2019,1
Tre'Quan Smith (FA),1,1,100.0%,14.0,100.0%,2019,1
Dede Westbrook (FA),2,2,100.0%,6.5,100.0%,2019,1
Chris Godwin (TB),1,2,50.0%,10.0,100.0%,2019,1
Kenny Golladay (FA),1,2,50.0%,9.0,100.0%,2019,1
Tyrell Williams (FA),1,1,100.0%,8.0,33.3%,2019,1
Miles Boykin (FA),1,1,100.0%,5.0,33.3%,2019,1
Emmanuel Sanders (FA),2,3,66.7%,2.5,50.0%,2019,1
Larry Fitzgerald (FA),1,2,50.0%,4.0,33.3%,2019,1
Trey Quinn (FA),1,2,50.0%,4.0,66.7%,2019,1
Sammy Watkins (FA),1,1,100.0%,3.0,33.3%,2019,1
Julio Jones (FA),1,1,100.0%,2.0,25.0%,2019,1
Courtland Sutton (DEN),2,2,100.0%,9.0,33.3%,2019,1
Randall Cobb (FA),1,1,100.0%,14.0,100.0%,2019,1
Robert Woods (HOU),1,1,100.0%,11.0,50.0%,2019,1
Davante Adams (NYJ),1,1,100.0%,10.0,100.0%,2019,1
Hunter Renfrow (FA),1,1,100.0%,10.0,33.3%,2019,1
Julian Edelman (FA),1,1,100.0%,9.0,33.3%,2019,1
John Ross (FA),1,1,100.0%,8.0,100.0%,2019,1
Damiere Byrd (FA),1,1,100.0%,7.0,16.7%,2019,1
Keenan Allen (CHI),2,3,66.7%,3.5,75.0%,2019,1
Jamison Crowder (WAS),1,1,100.0%,6.0,100.0%,2019,1
Tyreek Hill (MIA),0,0,0%,0.0,0.0%,2019,1
Dontrelle Inman (FA),1,1,100.0%,5.0,25.0%,2019,1
Bennie Fowler III (FA),1,1,100.0%,4.0,33.3%,2019,1
Sterling Shepard (TB),1,2,50.0%,4.0,66.7%,2019,1
Marquise Brown (KC),1,1,100.0%,3.0,33.3%,2019,1
Ryan Grant (FA),1,1,100.0%,2.0,33.3%,2019,1
Parris Campbell (PHI),1,1,100.0%,1.0,20.0%,2019,1
Demarcus Robinson (LAR),1,1,100.0%,0.0,33.3%,2019,1
DaeSean Hamilton (FA),0,1,0.0%,0.0,16.7%,2019,1
KeeSean Johnson (FA),0,2,0.0%,0.0,33.3%,2019,1
Devin Funchess (FA),0,1,0.0%,0.0,20.0%,2019,1
Mecole Hardman Jr. (KC),0,1,0.0%,0.0,33.3%,2019,1
Justin Hardy (FA),0,1,0.0%,0.0,25.0%,2019,1
DK Metcalf (SEA),0,1,0.0%,0.0,100.0%,2019,1
A.J. Brown (PHI),0,1,0.0%,0.0,100.0%,2019,1
Donte Moncrief (FA),0,2,0.0%,0.0,100.0%,2019,1
Christian Kirk (JAC),0,1,0.0%,0.0,16.7%,2019,1
DJ Moore (CHI),0,0,0%,0.0,0%,2019,1
Allen Robinson II (DET),0,1,0.0%,0.0,100.0%,2019,1
Paul Richardson Jr. (FA),0,1,0.0%,0.0,33.3%,2019,1
Willie Snead IV (FA),0,1,0.0%,0.0,33.3%,2019,1
Keelan Cole Sr. (FA),0,0,0%,0.0,0.0%,2019,1
Jamal Agnew (FA),0,0,0%,0.0,0.0%,2019,1
Travis Benjamin (FA),0,0,0%,0.0,0.0%,2019,1
Brandin Cooks (DAL),0,1,0.0%,0.0,50.0%,2019,1
Kendrick Bourne (NE),0,1,0.0%,0.0,100.0%,2019,1
Antonio Brown (FA),2,5,40.0%,14.0,100.0%,2019,2
Chris Godwin (TB),1,1,100.0%,20.0,50.0%,2019,2
Emmanuel Sanders (FA),3,4,75.0%,5.3,57.1%,2019,2
Terry McLaurin (WAS),3,5,60.0%,5.0,71.4%,2019,2
Isaiah McKenzie (FA),1,1,100.0%,14.0,50.0%,2019,2
Parris Campbell (PHI),1,1,100.0%,12.0,50.0%,2019,2
Geronimo Allison (FA),1,1,100.0%,12.0,50.0%,2019,2
Amari Cooper (BUF),1,1,100.0%,10.0,33.3%,2019,2
Paul Richardson Jr. (FA),1,1,100.0%,9.0,14.3%,2019,2
T.Y. Hilton (FA),1,1,100.0%,4.0,50.0%,2019,2
T.J. Jones (FA),1,1,100.0%,4.0,50.0%,2019,2
DJ Chark Jr. (LAC),1,2,50.0%,4.0,100.0%,2019,2
Julio Jones (FA),1,1,100.0%,4.0,100.0%,2019,2
Nelson Agholor (BAL),1,2,50.0%,4.0,50.0%,2019,2
Tyrell Williams (FA),1,2,50.0%,4.0,50.0%,2019,2
Brandin Cooks (DAL),1,1,100.0%,2.0,50.0%,2019,2
Deebo Samuel Sr. (SF),1,2,50.0%,2.0,66.7%,2019,2
Courtland Sutton (DEN),2,2,100.0%,10.5,28.6%,2019,2
Christian Kirk (JAC),1,1,100.0%,18.0,16.7%,2019,2
Taylor Gabriel (FA),0,0,0%,0.0,0%,2019,2
Darius Jennings (FA),1,1,100.0%,11.0,100.0%,2019,2
Keenan Allen (CHI),1,1,100.0%,10.0,33.3%,2019,2
Cody Latimer (FA),1,1,100.0%,9.0,50.0%,2019,2
Tyler Boyd (TEN),1,1,100.0%,8.0,33.3%,2019,2
Michael Gallup (FA),1,1,100.0%,8.0,33.3%,2019,2
DJ Moore (CHI),1,3,33.3%,8.0,100.0%,2019,2
Damiere Byrd (FA),1,1,100.0%,7.0,16.7%,2019,2
Trey Quinn (FA),1,1,100.0%,7.0,14.3%,2019,2
Mack Hollins (BUF),1,2,50.0%,6.0,50.0%,2019,2
Hunter Renfrow (FA),1,1,100.0%,6.0,25.0%,2019,2
Auden Tate (FA),1,1,100.0%,6.0,33.3%,2019,2
Davante Adams (NYJ),1,1,100.0%,6.0,50.0%,2019,2
JuJu Smith-Schuster (KC),1,1,100.0%,5.0,50.0%,2019,2
Michael Crabtree (FA),1,1,100.0%,4.0,16.7%,2019,2
Steven Sims Jr. (BAL),0,0,0%,0.0,0.0%,2019,2
Richie James Jr. (FA),0,1,0.0%,0.0,33.3%,2019,2
DaeSean Hamilton (FA),0,1,0.0%,0.0,14.3%,2019,2
Diontae Johnson (FA),0,1,0.0%,0.0,50.0%,2019,2
KeeSean Johnson (FA),0,0,0%,0.0,0.0%,2019,2
Larry Fitzgerald (FA),0,3,0.0%,0.0,50.0%,2019,2
Cooper Kupp (LAR),0,1,0.0%,0.0,50.0%,2019,2
Zay Jones (ARI),0,1,0.0%,0.0,50.0%,2019,2
Mike Williams (PIT),0,2,0.0%,0.0,66.7%,2019,2
Alex Erickson (FA),0,1,0.0%,0.0,33.3%,2019,2
Demarcus Robinson (LAR),0,0,0%,0.0,0%,2019,2
Michael Thomas (FA),0,1,0.0%,0.0,100.0%,2019,2
Stefon Diggs (HOU),0,2,0.0%,0.0,100.0%,2019,2
Ryan Grant (FA),0,1,0.0%,0.0,25.0%,2019,2
Jarvis Landry (FA),0,1,0.0%,0.0,100.0%,2019,2
Mike Evans (TB),0,1,0.0%,0.0,50.0%,2019,2
Randall Cobb (FA),1,1,100.0%,0.0,33.3%,2019,2
Robbie Chosen (FA),0,1,0.0%,0.0,50.0%,2019,2
Cooper Kupp (LAR),3,3,100.0%,9.7,60.0%,2019,3
Amari Cooper (BUF),2,2,100.0%,12.0,66.7%,2019,3
Mike Evans (TB),2,4,50.0%,11.5,80.0%,2019,3
Nelson Agholor (BAL),2,3,66.7%,11.0,75.0%,2019,3
Keenan Allen (CHI),2,2,100.0%,9.5,66.7%,2019,3
Taylor Gabriel (FA),2,2,100.0%,2.0,66.7%,2019,3
Curtis Samuel (BUF),2,3,66.7%,9.5,100.0%,2019,3
Tyler Lockett (SEA),2,3,66.7%,9.0,37.5%,2019,3
Demarcus Robinson (LAR),1,1,100.0%,18.0,50.0%,2019,3
Zach Pascal (ARI),1,2,50.0%,18.0,40.0%,2019,3
Marvin Jones Jr. (FA),2,2,100.0%,8.5,50.0%,2019,3
Dante Pettis (NO),2,2,100.0%,8.5,66.7%,2019,3
Terry McLaurin (WAS),1,1,100.0%,15.0,33.3%,2019,3
Julio Jones (FA),2,2,100.0%,7.0,100.0%,2019,3
Tyrell Williams (FA),1,1,100.0%,11.0,100.0%,2019,3
T.Y. Hilton (FA),2,3,66.7%,4.5,60.0%,2019,3
Julian Edelman (FA),2,2,100.0%,3.5,40.0%,2019,3
Sterling Shepard (TB),1,1,100.0%,7.0,20.0%,2019,3
Paul Richardson Jr. (FA),2,2,100.0%,3.0,66.7%,2019,3
Adam Thielen (CAR),0,0,0%,0.0,0%,2019,3
Michael Thomas (FA),1,1,100.0%,1.0,100.0%,2019,3
Larry Fitzgerald (FA),1,1,100.0%,1.0,50.0%,2019,3
Robert Woods (HOU),0,0,0%,0.0,0.0%,2019,3
DJ Moore (CHI),0,0,0%,0.0,0.0%,2019,3
Preston Williams (FA),1,3,33.3%,11.0,75.0%,2019,3
Courtland Sutton (DEN),1,2,50.0%,10.0,66.7%,2019,3
Phillip Dorsett II (ATL),1,1,100.0%,3.0,20.0%,2019,3
Cole Beasley (FA),1,1,100.0%,8.0,100.0%,2019,3
Josh Gordon (FA),1,2,50.0%,7.0,40.0%,2019,3
Jaron Brown (FA),1,2,50.0%,6.0,25.0%,2019,3
Russell Shepard (FA),1,3,33.3%,6.0,60.0%,2019,3
Bennie Fowler III (FA),1,1,100.0%,5.0,20.0%,2019,3
Damion Ratley (FA),1,3,33.3%,5.0,42.9%,2019,3
Christian Kirk (JAC),1,1,100.0%,4.0,50.0%,2019,3
Devin Smith (FA),0,1,0.0%,0.0,33.3%,2019,3
Mecole Hardman Jr. (KC),0,1,0.0%,0.0,50.0%,2019,3
Emmanuel Sanders (FA),0,1,0.0%,0.0,33.3%,2019,3
DK Metcalf (SEA),0,2,0.0%,0.0,25.0%,2019,3
Marquez Valdes-Scantling (NO),0,1,0.0%,0.0,100.0%,2019,3
David Moore (CAR),0,1,0.0%,0.0,12.5%,2019,3
DeVante Parker (FA),0,1,0.0%,0.0,25.0%,2019,3
Mack Hollins (BUF),0,1,0.0%,0.0,25.0%,2019,3
Kenny Golladay (FA),0,1,0.0%,0.0,25.0%,2019,3
Josh Reynolds (JAC),0,2,0.0%,0.0,40.0%,2019,3
Dede Westbrook (FA),0,1,0.0%,0.0,100.0%,2019,3
Allen Robinson II (DET),0,1,0.0%,0.0,33.3%,2019,3
Odell Beckham Jr. (FA),0,1,0.0%,0.0,14.3%,2019,3
JuJu Smith-Schuster (KC),0,1,0.0%,0.0,100.0%,2019,3
Chris Godwin (TB),0,1,0.0%,0.0,20.0%,2019,3
Mike Williams (PIT),0,1,0.0%,0.0,33.3%,2019,3
Jarvis Landry (FA),0,3,0.0%,0.0,42.9%,2019,3
Danny Amendola (FA),1,1,100.0%,-2.0,25.0%,2019,3
Richie James Jr. (FA),1,1,100.0%,6.0,33.3%,2019,3
Courtland Sutton (DEN),2,2,100.0%,7.5,100.0%,2019,4
Kenny Golladay (FA),2,3,66.7%,7.5,75.0%,2019,4
Chris Godwin (TB),2,2,100.0%,6.0,66.7%,2019,4
Tyrell Williams (FA),1,2,50.0%,19.0,100.0%,2019,4
Geronimo Allison (FA),1,2,50.0%,19.0,25.0%,2019,4
A.J. Brown (PHI),1,1,100.0%,11.0,100.0%,2019,4
Miles Boykin (FA),1,1,100.0%,9.0,33.3%,2019,4
Alshon Jeffery (FA),1,3,33.3%,6.0,100.0%,2019,4
Chester Rogers (FA),1,1,100.0%,4.0,33.3%,2019,4
Mohamed Sanu Sr. (FA),2,2,100.0%,7.0,100.0%,2019,4
Byron Pringle (FA),1,1,100.0%,13.0,16.7%,2019,4
Sterling Shepard (TB),1,1,100.0%,13.0,100.0%,2019,4
Christian Kirk (JAC),1,1,100.0%,6.0,50.0%,2019,4
Diontae Johnson (FA),1,1,100.0%,10.0,50.0%,2019,4
Jarvis Landry (FA),1,1,100.0%,9.0,33.3%,2019,4
Mecole Hardman Jr. (KC),2,2,100.0%,4.5,33.3%,2019,4
John Brown (FA),1,2,50.0%,8.0,50.0%,2019,4
Allen Robinson II (DET),1,1,100.0%,7.0,100.0%,2019,4
Marquise Brown (KC),1,2,50.0%,5.0,66.7%,2019,4
Auden Tate (FA),1,2,50.0%,5.0,100.0%,2019,4
Phillip Dorsett II (ATL),1,1,100.0%,5.0,50.0%,2019,4
Ted Ginn Jr. (FA),1,1,100.0%,4.0,100.0%,2019,4
Tyler Lockett (SEA),1,1,100.0%,4.0,20.0%,2019,4
Davante Adams (NYJ),1,4,25.0%,4.0,50.0%,2019,4
Parris Campbell (PHI),1,1,100.0%,2.0,33.3%,2019,4
Keenan Allen (CHI),1,1,100.0%,2.0,100.0%,2019,4
Zay Jones (ARI),1,2,50.0%,1.0,50.0%,2019,4
Marquez Valdes-Scantling (NO),0,2,0.0%,0.0,25.0%,2019,4
Damion Ratley (FA),0,1,0.0%,0.0,33.3%,2019,4
Trent Sherfield Sr. (MIN),0,1,0.0%,0.0,50.0%,2019,4
DK Metcalf (SEA),0,3,0.0%,0.0,60.0%,2019,4
DJ Chark Jr. (LAC),0,1,0.0%,0.0,100.0%,2019,4
Julian Edelman (FA),0,1,0.0%,0.0,50.0%,2019,4
Darrius Shepherd (FA),0,0,0%,0.0,0.0%,2019,4
Deon Cain (FA),0,1,0.0%,0.0,33.3%,2019,4
David Moore (CAR),0,1,0.0%,0.0,20.0%,2019,4
Demarcus Robinson (LAR),0,1,0.0%,0.0,16.7%,2019,4
William Fuller V (FA),0,1,0.0%,0.0,100.0%,2019,4
Stefon Diggs (HOU),0,0,0%,0.0,0.0%,2019,4
Devin Smith (FA),0,1,0.0%,0.0,50.0%,2019,4
Adam Thielen (CAR),0,1,0.0%,0.0,100.0%,2019,4
Odell Beckham Jr. (FA),0,1,0.0%,0.0,33.3%,2019,4
Mike Evans (TB),0,1,0.0%,0.0,33.3%,2019,4
Sammy Watkins (FA),0,2,0.0%,0.0,33.3%,2019,4
DeAndre Hopkins (KC),0,0,0%,0.0,0.0%,2019,4
Marvin Jones Jr. (FA),0,1,0.0%,0.0,25.0%,2019,4
Randall Cobb (FA),0,1,0.0%,0.0,50.0%,2019,4
JuJu Smith-Schuster (KC),1,1,100.0%,-2.0,50.0%,2019,4
Jakeem Grant Sr. (FA),0,0,0%,0.0,0%,2019,4
Michael Thomas (FA),2,2,100.0%,13.0,66.7%,2019,5
Adam Thielen (CAR),2,2,100.0%,12.0,100.0%,2019,5
Allen Robinson II (DET),2,2,100.0%,10.0,100.0%,2019,5
William Fuller V (FA),3,4,75.0%,7.7,100.0%,2019,5
Mohamed Sanu Sr. (FA),2,2,100.0%,10.5,50.0%,2019,5
Vyncint Smith (FA),0,0,0%,0.0,0%,2019,5
Marquise Brown (KC),2,3,66.7%,7.0,60.0%,2019,5
Tyler Lockett (SEA),1,1,100.0%,13.0,33.3%,2019,5
Cooper Kupp (LAR),2,3,66.7%,6.0,75.0%,2019,5
DJ Chark Jr. (LAC),1,2,50.0%,11.0,100.0%,2019,5
David Moore (CAR),1,1,100.0%,10.0,33.3%,2019,5
Duke Williams (FA),1,1,100.0%,7.0,100.0%,2019,5
Julian Edelman (FA),1,1,100.0%,6.0,33.3%,2019,5
Auden Tate (FA),1,3,33.3%,2.0,75.0%,2019,5
Odell Beckham Jr. (FA),1,1,100.0%,7.0,33.3%,2019,5
Alshon Jeffery (FA),1,1,100.0%,13.0,50.0%,2019,5
Chris Godwin (TB),1,1,100.0%,12.0,50.0%,2019,5
Tajae Sharpe (FA),1,1,100.0%,12.0,100.0%,2019,5
Curtis Samuel (BUF),0,1,0.0%,0.0,50.0%,2019,5
Jake Kumerow (FA),1,1,100.0%,9.0,33.3%,2019,5
Andre Roberts (FA),0,0,0%,0.0,0.0%,2019,5
Mike Williams (PIT),1,3,33.3%,7.0,100.0%,2019,5
Andy Isabella (FA),0,0,0%,0.0,0.0%,2019,5
Jakobi Meyers (LV),1,1,100.0%,6.0,33.3%,2019,5
Geronimo Allison (FA),1,2,50.0%,6.0,66.7%,2019,5
Jarius Wright (FA),1,1,100.0%,6.0,50.0%,2019,5
Willie Snead IV (FA),1,2,50.0%,5.0,40.0%,2019,5
Johnny Holton (FA),0,0,0%,0.0,0.0%,2019,5
Byron Pringle (FA),1,1,100.0%,4.0,33.3%,2019,5
Ted Ginn Jr. (FA),1,1,100.0%,2.0,33.3%,2019,5
Robert Woods (HOU),0,1,0.0%,0.0,25.0%,2019,5
Mecole Hardman Jr. (KC),0,1,0.0%,0.0,33.3%,2019,5
Julio Jones (FA),0,1,0.0%,0.0,25.0%,2019,5
Deebo Samuel Sr. (SF),0,1,0.0%,0.0,100.0%,2019,5
DK Metcalf (SEA),0,1,0.0%,0.0,33.3%,2019,5
Trent Sherfield Sr. (MIN),0,1,0.0%,0.0,33.3%,2019,5
Josh Gordon (FA),0,1,0.0%,0.0,33.3%,2019,5
Mike Evans (TB),0,1,0.0%,0.0,50.0%,2019,5
Larry Fitzgerald (FA),1,1,100.0%,0.0,33.3%,2019,5
Diontae Johnson (FA),1,1,100.0%,0.0,100.0%,2019,5
Calvin Ridley (TEN),0,1,0.0%,0.0,25.0%,2019,5
Andre Patton (FA),0,0,0%,0.0,0.0%,2019,5
Mack Hollins (BUF),0,1,0.0%,0.0,50.0%,2019,5
Amari Cooper (BUF),0,1,0.0%,0.0,100.0%,2019,5
Tyler Boyd (TEN),1,1,100.0%,0.0,25.0%,2019,5
KeeSean Johnson (FA),0,1,0.0%,0.0,33.3%,2019,5
Demarcus Robinson (LAR),0,1,0.0%,0.0,33.3%,2019,5
Chester Rogers (FA),0,1,0.0%,0.0,100.0%,2019,5
Antonio Callaway (FA),0,2,0.0%,0.0,66.7%,2019,5
Darius Slayton (NYG),1,1,100.0%,-2.0,50.0%,2019,5
Sterling Shepard (TB),0,1,0.0%,0.0,50.0%,2019,5
Trevor Davis (FA),1,1,100.0%,2.0,100.0%,2019,5
Jaron Brown (FA),2,3,66.7%,11.5,60.0%,2019,6
Curtis Samuel (BUF),1,1,100.0%,13.0,100.0%,2019,6
Adam Thielen (CAR),3,3,100.0%,6.3,75.0%,2019,6
DeVante Parker (FA),1,1,100.0%,11.0,100.0%,2019,6
Stefon Diggs (HOU),1,1,100.0%,11.0,25.0%,2019,6
Calvin Ridley (TEN),1,1,100.0%,9.0,33.3%,2019,6
Robert Woods (HOU),0,0,0%,0.0,0.0%,2019,6
Tyreek Hill (MIA),1,1,100.0%,6.0,33.3%,2019,6
Alshon Jeffery (FA),1,1,100.0%,3.0,100.0%,2019,6
Michael Thomas (FA),3,5,60.0%,9.7,100.0%,2019,6
Tyler Lockett (SEA),1,1,100.0%,15.0,20.0%,2019,6
Mike Evans (TB),2,4,50.0%,7.0,80.0%,2019,6
DaeSean Hamilton (FA),1,1,100.0%,13.0,33.3%,2019,6
Auden Tate (FA),1,2,50.0%,12.0,66.7%,2019,6
David Moore (CAR),1,1,100.0%,11.0,20.0%,2019,6
Mecole Hardman Jr. (KC),1,1,100.0%,10.0,33.3%,2019,6
Chris Godwin (TB),1,1,100.0%,9.0,20.0%,2019,6
Kenny Golladay (FA),1,2,50.0%,6.0,50.0%,2019,6
Danny Amendola (FA),1,1,100.0%,6.0,25.0%,2019,6
Jarvis Landry (FA),1,2,50.0%,6.0,66.7%,2019,6
Marvin Jones Jr. (FA),1,1,100.0%,6.0,25.0%,2019,6
Russell Gage (SF),1,1,100.0%,6.0,33.3%,2019,6
Deebo Samuel Sr. (SF),1,2,50.0%,6.0,66.7%,2019,6
DeAndre Hopkins (KC),1,3,33.3%,5.0,60.0%,2019,6
William Fuller V (FA),1,1,100.0%,5.0,20.0%,2019,6
Keke Coutee (FA),1,1,100.0%,5.0,20.0%,2019,6
Cooper Kupp (LAR),1,1,100.0%,5.0,100.0%,2019,6
Darrius Shepherd (FA),1,2,50.0%,1.0,100.0%,2019,6
Demaryius Thomas (FA),1,1,100.0%,1.0,25.0%,2019,6
Corey Davis (FA),0,0,0%,0.0,0.0%,2019,6
Keenan Allen (CHI),0,1,0.0%,0.0,25.0%,2019,6
KeeSean Johnson (FA),0,1,0.0%,0.0,100.0%,2019,6
Emmanuel Sanders (FA),1,1,100.0%,0.0,33.3%,2019,6
A.J. Brown (PHI),0,1,0.0%,0.0,100.0%,2019,6
Mohamed Sanu Sr. (FA),0,1,0.0%,0.0,33.3%,2019,6
Marquez Valdes-Scantling (NO),0,0,0%,0.0,0.0%,2019,6
Travis Benjamin (FA),1,2,50.0%,0.0,50.0%,2019,6
Tavon Austin (FA),0,1,0.0%,0.0,100.0%,2019,6
JuJu Smith-Schuster (KC),0,1,0.0%,0.0,100.0%,2019,6
Dante Pettis (NO),0,1,0.0%,0.0,33.3%,2019,6
Odell Beckham Jr. (FA),0,1,0.0%,0.0,33.3%,2019,6
Courtland Sutton (DEN),0,1,0.0%,0.0,33.3%,2019,6
