season,week,team_abbr,opponent_abbr,home,role,result,score,spread,over_under
2023,2,CHI,TB,True,Underdog,,,-2.5,O 42
2023,2,LAC,TEN,True,Favorite,L,24-27,-2.5,O 45.5
2023,2,TEN,LAC,False,Underdog,,,-2.5,O 45.5
2023,2,NYG,ARI,True,Favorite,W,31-28,-4.5,O 36.5
2023,2,ARI,NYG,False,Underdog,,,-4.5,O 36.5
2023,2,SF,LA,True,Favorite,W,30-23,-7.5,O 44.5
2023,2,LA,SF,False,Underdog,,,-7.5,O 44.5
2023,2,DAL,NYJ,False,Favorite,W,30-10,-8.5,O 38.5
2023,2,NYJ,DAL,True,Underdog,,,-8.5,O 38.5
2023,2,DEN,WAS,False,Favorite,L,33-35,-4.0,O 38.5
2023,2,WAS,DEN,True,Underdog,,,-4.0,O 38.5
2023,2,MIA,NE,True,Favorite,W,24-17,-2.0,U 46.5
2023,2,NE,MIA,False,Underdog,,,-2.0,U 46.5
2023,2,NO,CAR,True,Favorite,W,20-17,0.0,U 39.5
2023,2,CAR,NO,False,Underdog,,,0.0,U 39.5
2023,2,CLE,PIT,True,Favorite,L,22-26,-2.5,O 39
2023,2,PIT,CLE,False,Underdog,,,-2.5,O 39
2023,3,SF,NYG,False,Favorite,W,30-12,-10.5,U 43.5
2023,3,NYG,SF,True,Underdog,,,-10.5,U 43.5
2023,3,BAL,IND,False,Favorite,L,19-22,-7.5,U 44.5
2023,3,IND,BAL,True,Underdog,,,-7.5,U 44.5
2023,3,CLE,TEN,False,Favorite,W,27-3,-3.5,U 38
2023,3,TEN,CLE,True,Underdog,,,-3.5,U 38
2023,3,DET,ATL,False,Favorite,W,20-6,-3.0,U 47.5
2023,3,ATL,DET,True,Underdog,,,-3.0,U 47.5
2023,3,GB,NO,False,Favorite,W,18-17,-1.5,U 41.5
2023,3,NO,GB,True,Underdog,,,-1.5,U 41.5
2023,3,JAX,HOU,False,Favorite,L,17-37,-9.5,O 43.5
2023,3,HOU,JAX,True,Underdog,,,-9.5,O 43.5
2023,3,MIA,DEN,False,Favorite,W,70-20,-6.0,O 47.5
2023,3,DEN,MIA,True,Underdog,,,-6.0,O 47.5
2023,3,MIN,LAC,False,Favorite,L,24-28,-1.0,U 53
2023,3,LAC,MIN,True,Underdog,,,-1.0,U 53
2023,3,NE,NYJ,True,Favorite,W,15-10,-2.5,U 35.5
2023,3,NYJ,NE,False,Underdog,,,-2.5,U 35.5
2023,3,BUF,WAS,True,Favorite,W,37-3,-4.5,U 43.5
2023,3,WAS,BUF,False,Underdog,,,-4.5,U 43.5
2023,3,SEA,CAR,False,Favorite,W,37-27,-5.0,O 43
2023,3,CAR,SEA,True,Underdog,,,-5.0,O 43
2023,3,DAL,ARI,True,Favorite,L,16-28,-11.5,O 43.5
2023,3,ARI,DAL,False,Underdog,,,-11.5,O 43.5
2023,3,KC,CHI,False,Favorite,W,41-10,-13.0,O 48.5
2023,3,CHI,KC,True,Underdog,,,-13.0,O 48.5
2023,3,LV,PIT,False,Favorite,L,18-23,-3.0,U 43.5
2023,3,PIT,LV,True,Underdog,,,-3.0,U 43.5
2023,3,PHI,TB,True,Favorite,W,25-11,-6.0,U 44
2023,3,TB,PHI,False,Underdog,,,-6.0,U 44
2023,3,CIN,LA,False,Favorite,W,19-16,0.0,U 45.5
2023,3,LA,CIN,True,Underdog,,,0.0,U 45.5
2023,4,DET,GB,True,Favorite,W,34-20,-2.5,O 45
2023,4,GB,DET,False,Underdog,,,-2.5,O 45
2023,4,JAX,ATL,True,Favorite,W,23-7,-3.5,U 42.5
2023,4,ATL,JAX,False,Underdog,,,-3.5,U 42.5
2023,4,BUF,MIA,False,Favorite,W,48-20,-2.5,O 53
2023,4,MIA,BUF,True,Underdog,,,-2.5,O 53
2023,4,MIN,CAR,True,Favorite,W,21-13,-4.5,U 46.5
2023,4,CAR,MIN,False,Underdog,,,-4.5,U 46.5
2023,4,DEN,CHI,True,Favorite,W,31-28,0.0,O 47
2023,4,CHI,DEN,False,Underdog,,,0.0,O 47
2023,4,BAL,CLE,True,Favorite,W,28-3,-2.5,U 41
2023,4,CLE,BAL,False,Underdog,,,-2.5,U 41
2023,4,PIT,HOU,True,Favorite,L,6-30,-3.0,U 41.5
2023,4,HOU,PIT,False,Underdog,,,-3.0,U 41.5
2023,4,LA,IND,True,Favorite,W,29-23,-1.0,O 44.5
2023,4,IND,LA,False,Underdog,,,-1.0,O 44.5
2023,4,NO,TB,False,Favorite,L,9-26,-4.5,U 41
2023,4,TB,NO,True,Underdog,,,-4.5,U 41
2023,4,PHI,WAS,False,Favorite,W,34-31,-9.5,O 43
2023,4,WAS,PHI,True,Underdog,,,-9.5,O 43
2023,4,CIN,TEN,True,Favorite,L,3-27,-2.5,U 41.5
2023,4,TEN,CIN,False,Underdog,,,-2.5,U 41.5
2023,4,LAC,LV,False,Favorite,W,24-17,-5.5,U 48.5
2023,4,LV,LAC,True,Underdog,,,-5.5,U 48.5
2023,4,DAL,NE,False,Favorite,W,38-3,-6.5,U 43.5
2023,4,NE,DAL,True,Underdog,,,-6.5,U 43.5
2023,4,SF,ARI,False,Favorite,W,35-16,-16.5,O 44.5
2023,4,ARI,SF,True,Underdog,,,-16.5,O 44.5
2023,4,KC,NYJ,True,Favorite,W,23-20,-9.5,O 41.5
2023,4,NYJ,KC,False,Underdog,,,-9.5,O 41.5
2023,4,SEA,NYG,True,Favorite,W,24-3,-2.5,U 46.5
2023,4,NYG,SEA,False,Underdog,,,-2.5,U 46.5
2023,5,WAS,CHI,False,Favorite,L,20-40,-6.0,O 44.5
2023,5,CHI,WAS,True,Underdog,,,-6.0,O 44.5
2023,5,BUF,JAX,True,Favorite,L,20-25,-5.5,U 48.5
2023,5,JAX,BUF,False,Underdog,,,-5.5,U 48.5
2023,5,ATL,HOU,False,Favorite,W,21-19,-2.5,U 42
2023,5,HOU,ATL,True,Underdog,,,-2.5,U 42
2023,5,DET,CAR,False,Favorite,W,42-24,-9.5,O 43.5
2023,5,CAR,DET,True,Underdog,,,-9.5,O 43.5
2023,5,TEN,IND,True,Favorite,L,16-23,-2.5,U 43.5
2023,5,IND,TEN,False,Underdog,,,-2.5,U 43.5
2023,5,MIA,NYG,False,Favorite,W,31-16,-13.0,U 47.5
2023,5,NYG,MIA,True,Underdog,,,-13.0,U 47.5
2023,5,NE,NO,False,Favorite,L,0-34,-1.5,U 38.5
2023,5,NO,NE,True,Underdog,,,-1.5,U 38.5
2023,5,BAL,PIT,True,Favorite,L,10-17,-4.5,U 38.5
2023,5,PIT,BAL,False,Underdog,,,-4.5,U 38.5
2023,5,CIN,ARI,True,Favorite,W,34-20,-3.0,O 45.5
2023,5,ARI,CIN,False,Underdog,,,-3.0,O 45.5
2023,5,PHI,LA,True,Favorite,W,23-14,-3.5,U 49.5
2023,5,LA,PHI,False,Underdog,,,-3.5,U 49.5
2023,5,DEN,NYJ,False,Favorite,L,21-31,-2.5,O 42.5
2023,5,NYJ,DEN,True,Underdog,,,-2.5,O 42.5
2023,5,KC,MIN,True,Favorite,W,27-20,-3.5,U 52.5
2023,5,MIN,KC,False,Underdog,,,-3.5,U 52.5
2023,5,SF,DAL,False,Favorite,W,42-10,-3.5,O 45
2023,5,DAL,SF,True,Underdog,,,-3.5,O 45
2023,5,LV,GB,False,Favorite,W,17-13,-1.5,U 44.5
2023,5,GB,LV,True,Underdog,,,-1.5,U 44.5
2023,6,KC,DEN,False,Favorite,W,19-8,-10.5,U 47.5
2023,6,DEN,KC,True,Underdog,,,-10.5,U 47.5
2023,6,BAL,TEN,True,Favorite,W,24-16,-5.0,U 42.5
2023,6,TEN,BAL,False,Underdog,,,-5.0,U 42.5
2023,6,ATL,WAS,False,Favorite,L,16-24,-1.5,U 41.5
2023,6,WAS,ATL,True,Underdog,,,-1.5,U 41.5
2023,6,MIN,CHI,True,Favorite,W,19-13,-3.0,U 44.5
2023,6,CHI,MIN,False,Underdog,,,-3.0,U 44.5
2023,6,CIN,SEA,False,Favorite,W,17-13,-3.0,U 45.5
2023,6,SEA,CIN,True,Underdog,,,-3.0,U 45.5
2023,6,SF,CLE,True,Favorite,L,17-19,-9.5,O 35.5
2023,6,CLE,SF,False,Underdog,,,-9.5,O 35.5
2023,6,NO,HOU,True,Favorite,L,13-20,-2.5,U 41.5
2023,6,HOU,NO,False,Underdog,,,-2.5,U 41.5
2023,6,JAX,IND,False,Favorite,W,37-20,-4.5,O 43.5
2023,6,IND,JAX,True,Underdog,,,-4.5,O 43.5
2023,6,MIA,CAR,False,Favorite,W,42-21,-14.0,O 47.5
2023,6,CAR,MIA,True,Underdog,,,-14.0,O 47.5
2023,6,LV,NE,False,Favorite,W,21-17,-2.5,U 42.5
2023,6,NE,LV,True,Underdog,,,-2.5,U 42.5
2023,6,LA,ARI,False,Favorite,W,26-9,-7.0,U 47.5
2023,6,ARI,LA,True,Underdog,,,-7.0,U 47.5
2023,6,PHI,NYJ,True,Favorite,L,14-20,-6.5,U 43.5
2023,6,NYJ,PHI,False,Underdog,,,-6.5,U 43.5
2023,6,DET,TB,True,Favorite,W,20-6,-3.0,U 43.5
2023,6,TB,DET,False,Underdog,,,-3.0,U 43.5
2023,6,BUF,NYG,False,Favorite,W,14-9,-15.5,U 43.5
2023,6,NYG,BUF,True,Underdog,,,-15.5,U 43.5
2023,6,DAL,LAC,True,Favorite,W,20-17,-1.5,U 50
2023,6,LAC,DAL,False,Underdog,,,-1.5,U 50
2023,7,NO,JAX,False,Favorite,L,24-31,-2.5,O 40.5
2023,7,JAX,NO,True,Underdog,,,-2.5,O 40.5
2023,7,BAL,DET,False,Favorite,W,38-6,-3.0,O 43.5
2023,7,DET,BAL,True,Underdog,,,-3.0,O 43.5
2023,7,LV,CHI,True,Favorite,L,12-30,-2.5,O 38.5
2023,7,CHI,LV,False,Underdog,,,-2.5,O 38.5
2023,7,CLE,IND,True,Favorite,W,39-38,-3.5,O 39.5
2023,7,IND,CLE,False,Underdog,,,-3.5,O 39.5
2023,7,BUF,NE,True,Favorite,L,25-29,-7.5,O 41.5
2023,7,NE,BUF,False,Underdog,,,-7.5,O 41.5
2023,7,WAS,NYG,True,Favorite,L,7-14,-3.0,U 36.5
2023,7,NYG,WAS,False,Underdog,,,-3.0,U 36.5
2023,7,TB,ATL,False,Favorite,L,13-16,-3.0,U 37.5
2023,7,ATL,TB,True,Underdog,,,-3.0,U 37.5
2023,7,LA,PIT,False,Favorite,L,17-24,-3.0,U 43.5
2023,7,PIT,LA,True,Underdog,,,-3.0,U 43.5
2023,7,SEA,ARI,False,Favorite,W,20-10,-8.5,U 43.5
2023,7,ARI,SEA,True,Underdog,,,-8.5,U 43.5
2023,7,DEN,GB,False,Favorite,W,19-17,-1.0,U 44
2023,7,GB,DEN,True,Underdog,,,-1.0,U 44
2023,7,KC,LAC,False,Favorite,W,31-17,-5.5,U 48.5
2023,7,LAC,KC,True,Underdog,,,-5.5,U 48.5
2023,7,PHI,MIA,False,Favorite,W,31-17,-3.0,U 51.5
2023,7,MIA,PHI,True,Underdog,,,-3.0,U 51.5
2023,7,SF,MIN,True,Favorite,L,17-22,-7.0,U 44
2023,7,MIN,SF,False,Underdog,,,-7.0,U 44
2023,8,BUF,TB,False,Favorite,W,24-18,-10.0,U 43.5
2023,8,TB,BUF,True,Underdog,,,-10.0,U 43.5
2023,8,HOU,CAR,True,Favorite,L,13-15,-3.5,U 42.5
2023,8,CAR,HOU,False,Underdog,,,-3.5,U 42.5
2023,8,DAL,LA,False,Favorite,W,43-20,-6.5,O 44.5
2023,8,LA,DAL,True,Underdog,,,-6.5,O 44.5
2023,8,MIN,GB,True,Favorite,W,24-10,-1.5,U 41.5
2023,8,GB,MIN,False,Underdog,,,-1.5,U 41.5
2023,8,NO,IND,True,Favorite,W,38-27,-1.5,O 43.5
2023,8,IND,NO,False,Underdog,,,-1.5,O 43.5
2023,8,MIA,NE,False,Favorite,W,31-17,-8.5,O 46.5
2023,8,NE,MIA,True,Underdog,,,-8.5,O 46.5
2023,8,NYJ,NYG,True,Favorite,W,13-10,-3.5,U 34.5
2023,8,NYG,NYJ,False,Underdog,,,-3.5,U 34.5
2023,8,JAX,PIT,True,Favorite,W,20-10,-2.5,U 40.5
2023,8,PIT,JAX,False,Underdog,,,-2.5,U 40.5
2023,8,ATL,TEN,True,Favorite,L,23-28,-2.5,O 35.5
2023,8,TEN,ATL,False,Underdog,,,-2.5,O 35.5
2023,8,PHI,WAS,True,Favorite,W,38-31,-6.5,O 42.5
2023,8,WAS,PHI,False,Underdog,,,-6.5,O 42.5
2023,8,SEA,CLE,False,Favorite,W,24-20,-4.5,O 39.5
2023,8,CLE,SEA,True,Underdog,,,-4.5,O 39.5
2023,8,BAL,ARI,True,Favorite,W,31-24,-9.5,O 44.5
2023,8,ARI,BAL,False,Underdog,,,-9.5,O 44.5
2023,8,KC,DEN,True,Favorite,L,9-24,-7.0,U 45.5
2023,8,DEN,KC,False,Underdog,,,-7.0,U 45.5
2023,8,SF,CIN,False,Favorite,L,17-31,-4.5,O 44.5
2023,8,CIN,SF,True,Underdog,,,-4.5,O 44.5
2023,8,LAC,CHI,False,Favorite,W,30-13,-10.5,U 45.5
2023,8,CHI,LAC,True,Underdog,,,-10.5,U 45.5
2023,8,DET,LV,False,Favorite,W,26-14,-7.0,U 45.5
2023,8,LV,DET,True,Underdog,,,-7.0,U 45.5
2023,9,PIT,TEN,False,Favorite,W,20-16,-3.0,U 36.5
2023,9,TEN,PIT,True,Underdog,,,-3.0,U 36.5
2023,9,KC,MIA,True,Favorite,W,21-14,-1.5,U 51.5
2023,9,MIA,KC,False,Underdog,,,-1.5,U 51.5
2023,9,ATL,MIN,False,Favorite,L,28-31,-3.5,O 39.5
2023,9,MIN,ATL,True,Underdog,,,-3.5,O 39.5
2023,9,BAL,SEA,False,Favorite,W,37-3,-6.5,U 44.5
2023,9,SEA,BAL,True,Underdog,,,-6.5,U 44.5
2023,9,CLE,ARI,False,Favorite,W,27-0,-13.5,U 38.5
2023,9,ARI,CLE,True,Underdog,,,-13.5,U 38.5
2023,9,GB,LA,False,Favorite,W,20-3,-3.5,U 37.5
2023,9,LA,GB,True,Underdog,,,-3.5,U 37.5
2023,9,HOU,TB,False,Favorite,W,39-37,-2.5,O 36.5
2023,9,TB,HOU,True,Underdog,,,-2.5,O 36.5
2023,9,NE,WAS,False,Favorite,L,17-20,-2.5,U 40.5
2023,9,WAS,NE,True,Underdog,,,-2.5,U 40.5
2023,9,NO,CHI,False,Favorite,W,24-17,-8.5,U 42.5
2023,9,CHI,NO,True,Underdog,,,-8.5,U 42.5
2023,9,IND,CAR,True,Favorite,W,27-13,-1.5,U 44.5
2023,9,CAR,IND,False,Underdog,,,-1.5,U 44.5
2023,9,LV,NYG,False,Favorite,W,30-6,-1.5,U 38.5
2023,9,NYG,LV,True,Underdog,,,-1.5,U 38.5
2023,9,PHI,DAL,False,Favorite,W,28-23,-3.0,O 46.5
2023,9,DAL,PHI,True,Underdog,,,-3.0,O 46.5
2023,9,CIN,BUF,False,Favorite,W,24-18,-1.5,U 50.5
2023,9,BUF,CIN,True,Underdog,,,-1.5,U 50.5
2023,9,LAC,NYJ,True,Favorite,W,27-6,-3.0,U 41
2023,9,NYJ,LAC,False,Underdog,,,-3.0,U 41
2023,10,CHI,CAR,False,Favorite,W,16-13,-3.5,U 38.5
2023,10,CAR,CHI,True,Underdog,,,-3.5,U 38.5
2023,10,IND,NE,True,Favorite,W,10-6,-2.5,U 41.5
2023,10,NE,IND,False,Underdog,,,-2.5,U 41.5
2023,10,BAL,CLE,False,Favorite,L,31-33,-6.0,O 38.5
2023,10,CLE,BAL,True,Underdog,,,-6.0,O 38.5
2023,10,CIN,HOU,False,Favorite,L,27-30,-5.5,O 45.5
2023,10,HOU,CIN,True,Underdog,,,-5.5,O 45.5
2023,10,SF,JAX,True,Favorite,W,34-3,-3.0,U 44.5
2023,10,JAX,SF,False,Underdog,,,-3.0,U 44.5
2023,10,NO,MIN,True,Favorite,L,19-27,-2.5,O 40.5
2023,10,MIN,NO,False,Underdog,,,-2.5,O 40.5
2023,10,PIT,GB,False,Favorite,W,23-19,-3.0,O 38.5
2023,10,GB,PIT,True,Underdog,,,-3.0,O 38.5
2023,10,TB,TEN,False,Favorite,W,20-6,-2.5,U 38.5
2023,10,TEN,TB,True,Underdog,,,-2.5,U 38.5
2023,10,ATL,ARI,True,Favorite,L,23-25,-2.5,O 43.5
2023,10,ARI,ATL,False,Underdog,,,-2.5,O 43.5
2023,10,DET,LAC,True,Favorite,W,41-38,-2.5,O 48.5
2023,10,LAC,DET,False,Underdog,,,-2.5,O 48.5
2023,10,DAL,NYG,False,Favorite,W,49-17,-17.5,O 38.5
2023,10,NYG,DAL,True,Underdog,,,-17.5,O 38.5
2023,10,SEA,WAS,False,Favorite,W,29-26,-5.5,O 44.5
2023,10,WAS,SEA,True,Underdog,,,-5.5,O 44.5
2023,10,NYJ,LV,True,Favorite,L,12-16,-1.5,U 35.5
2023,10,LV,NYJ,False,Underdog,,,-1.5,U 35.5
2023,10,BUF,DEN,False,Favorite,L,22-24,-7.5,U 47.5
2023,10,DEN,BUF,True,Underdog,,,-7.5,U 47.5
2023,11,BAL,CIN,False,Favorite,W,34-20,-3.5,O 46.5
2023,11,CIN,BAL,True,Underdog,,,-3.5,O 46.5
2023,11,DAL,CAR,True,Favorite,W,33-10,-11.0,O 42.5
2023,11,CAR,DAL,False,Underdog,,,-11.0,O 42.5
2023,11,CLE,PIT,False,Favorite,W,13-10,-1.5,U 33.5
2023,11,PIT,CLE,True,Underdog,,,-1.5,U 33.5
2023,11,DET,CHI,False,Favorite,W,31-26,-7.5,O 48.5
2023,11,CHI,DET,True,Underdog,,,-7.5,O 48.5
2023,11,LAC,GB,True,Favorite,L,20-23,-3.0,U 44
2023,11,GB,LAC,False,Underdog,,,-3.0,U 44
2023,11,HOU,ARI,False,Favorite,W,21-16,-5.5,U 48.5
2023,11,ARI,HOU,True,Underdog,,,-5.5,U 48.5
2023,11,JAX,TEN,False,Favorite,W,34-14,-6.5,O 40
2023,11,TEN,JAX,True,Underdog,,,-6.5,O 40
2023,11,MIA,LV,False,Favorite,W,20-13,-13.5,U 46
2023,11,LV,MIA,True,Underdog,,,-13.5,U 46
2023,11,WAS,NYG,False,Favorite,L,19-31,-7.5,O 39.5
2023,11,NYG,WAS,True,Underdog,,,-7.5,O 39.5
2023,11,SF,TB,False,Favorite,W,27-14,-13.5,U 41.5
2023,11,TB,SF,True,Underdog,,,-13.5,U 41.5
2023,11,BUF,NYJ,False,Favorite,W,32-6,-7.5,U 38.5
2023,11,NYJ,BUF,True,Underdog,,,-7.5,U 38.5
2023,11,LA,SEA,False,Favorite,W,17-16,-2.0,U 45.5
2023,11,SEA,LA,True,Underdog,,,-2.0,U 45.5
2023,11,DEN,MIN,False,Favorite,W,21-20,-2.5,U 42.5
2023,11,MIN,DEN,True,Underdog,,,-2.5,U 42.5
2023,11,KC,PHI,False,Favorite,L,17-21,-2.5,U 45.5
2023,11,PHI,KC,True,Underdog,,,-2.5,U 45.5
2023,12,DET,GB,False,Favorite,L,22-29,-8.5,O 46.5
2023,12,GB,DET,True,Underdog,,,-8.5,O 46.5
2023,12,DAL,WAS,False,Favorite,W,45-10,-13.5,O 47.5
2023,12,WAS,DAL,True,Underdog,,,-13.5,O 47.5
2023,12,SF,SEA,True,Favorite,W,31-13,-7.0,O 43.5
2023,12,SEA,SF,False,Underdog,,,-7.0,O 43.5
2023,12,MIA,NYJ,True,Favorite,W,34-13,-9.5,O 39.5
2023,12,NYJ,MIA,False,Underdog,,,-9.5,O 39.5
2023,12,NO,ATL,True,Favorite,L,15-24,-1.5,U 40.5
2023,12,ATL,NO,False,Underdog,,,-1.5,U 40.5
2023,12,PIT,CIN,True,Favorite,W,16-10,-2.5,U 35.5
2023,12,CIN,PIT,False,Underdog,,,-2.5,U 35.5
2023,12,JAX,HOU,True,Favorite,W,24-21,-1.5,U 48.5
2023,12,HOU,JAX,False,Underdog,,,-1.5,U 48.5
2023,12,IND,TB,False,Favorite,W,27-20,-2.5,O 44.5
2023,12,TB,IND,True,Underdog,,,-2.5,O 44.5
2023,12,NE,NYG,True,Favorite,L,7-10,-4.0,U 36
2023,12,NYG,NE,False,Underdog,,,-4.0,U 36
2023,12,TEN,CAR,False,Favorite,W,17-10,-3.5,U 36.5
2023,12,CAR,TEN,True,Underdog,,,-3.5,U 36.5
2023,12,LA,ARI,True,Favorite,W,37-14,-2.5,O 45.5
2023,12,ARI,LA,False,Underdog,,,-2.5,O 45.5
2023,12,DEN,CLE,False,Favorite,W,29-12,-1.0,O 37
2023,12,CLE,DEN,True,Underdog,,,-1.0,O 37
2023,12,KC,LV,True,Favorite,W,31-17,-9.5,O 42.5
2023,12,LV,KC,False,Underdog,,,-9.5,O 42.5
2023,12,PHI,BUF,False,Favorite,W,37-34,-2.5,O 48.5
2023,12,BUF,PHI,True,Underdog,,,-2.5,O 48.5
2023,12,BAL,LAC,True,Favorite,W,20-10,-3.0,U 48.5
2023,12,LAC,BAL,False,Underdog,,,-3.0,U 48.5
2023,12,MIN,CHI,False,Favorite,L,10-12,-3.0,U 43.5
2023,12,CHI,MIN,True,Underdog,,,-3.0,U 43.5
2023,13,DAL,SEA,False,Favorite,W,41-35,-9.5,O 47.5
2023,13,SEA,DAL,True,Underdog,,,-9.5,O 47.5
2023,13,HOU,DEN,False,Favorite,W,22-17,-3.5,U 47
2023,13,DEN,HOU,True,Underdog,,,-3.5,U 47
2023,13,LAC,NE,True,Favorite,W,6-0,-4.5,U 39
2023,13,NE,LAC,False,Underdog,,,-4.5,U 39
2023,13,DET,NO,True,Favorite,W,33-28,-4.0,O 48
2023,13,NO,DET,False,Underdog,,,-4.0,O 48
2023,13,ATL,NYJ,True,Favorite,W,13-8,-2.0,U 33
2023,13,NYJ,ATL,False,Underdog,,,-2.0,U 33
2023,13,PIT,ARI,False,Favorite,L,10-24,-6.0,U 41
2023,13,ARI,PIT,True,Underdog,,,-6.0,U 41
2023,13,IND,TEN,True,Favorite,W,31-28,-1.5,O 42.5
2023,13,TEN,IND,False,Underdog,,,-1.5,O 42.5
2023,13,MIA,WAS,True,Favorite,W,45-15,-8.5,O 49.5
2023,13,WAS,MIA,False,Underdog,,,-8.5,O 49.5
2023,13,TB,CAR,False,Favorite,W,21-18,-3.5,O 37
2023,13,CAR,TB,True,Underdog,,,-3.5,O 37
2023,13,LA,CLE,False,Favorite,W,36-19,-3.5,O 39.5
2023,13,CLE,LA,True,Underdog,,,-3.5,O 39.5
2023,13,SF,PHI,True,Favorite,W,42-19,-3.0,O 46.5
2023,13,PHI,SF,False,Underdog,,,-3.0,O 46.5
2023,13,KC,GB,True,Favorite,L,19-27,-5.5,O 43.5
2023,13,GB,KC,False,Underdog,,,-5.5,O 43.5
2023,13,JAX,CIN,False,Favorite,L,31-34,-10.0,O 40.5
2023,13,CIN,JAX,True,Underdog,,,-10.0,O 40.5
2023,14,PIT,NE,False,Favorite,L,18-21,-5.5,O 30.5
2023,14,NE,PIT,True,Underdog,,,-5.5,O 30.5
2023,14,ATL,TB,False,Favorite,L,25-29,-1.5,O 41.5
2023,14,TB,ATL,True,Underdog,,,-1.5,O 41.5
2023,14,BAL,LA,False,Favorite,W,37-31,-7.5,O 42
2023,14,LA,BAL,True,Underdog,,,-7.5,O 42
2023,14,DET,CHI,True,Favorite,L,13-28,-3.0,U 44.5
2023,14,CHI,DET,False,Underdog,,,-3.0,U 44.5
2023,14,CIN,IND,False,Favorite,W,34-14,-3.0,O 44.5
2023,14,IND,CIN,True,Underdog,,,-3.0,O 44.5
2023,14,CLE,JAX,False,Favorite,W,31-27,-2.5,O 37.5
2023,14,JAX,CLE,True,Underdog,,,-2.5,O 37.5
2023,14,NO,CAR,False,Favorite,W,28-6,-6.0,U 38.5
2023,14,CAR,NO,True,Underdog,,,-6.0,U 38.5
2023,14,HOU,NYJ,True,Favorite,L,6-30,-3.0,O 33.5
2023,14,NYJ,HOU,False,Underdog,,,-3.0,O 33.5
2023,14,MIN,LV,True,Favorite,W,3-0,0.0,U 40.5
2023,14,LV,MIN,False,Underdog,,,0.0,U 40.5
2023,14,SF,SEA,False,Favorite,W,28-16,-14.5,U 44.5
2023,14,SEA,SF,True,Underdog,,,-14.5,U 44.5
2023,14,KC,BUF,False,Favorite,L,17-20,-1.5,U 49
2023,14,BUF,KC,True,Underdog,,,-1.5,U 49
2023,14,LAC,DEN,False,Favorite,L,7-24,-3.0,U 44.5
2023,14,DEN,LAC,True,Underdog,,,-3.0,U 44.5
2023,14,DAL,PHI,False,Favorite,W,33-13,-3.5,U 52.5
2023,14,PHI,DAL,True,Underdog,,,-3.5,U 52.5
2023,14,MIA,TEN,False,Favorite,L,27-28,-13.5,O 44.5
2023,14,TEN,MIA,True,Underdog,,,-13.5,O 44.5
2023,14,GB,NYG,True,Favorite,L,22-24,-5.5,O 37.5
2023,14,NYG,GB,False,Underdog,,,-5.5,O 37.5
2023,15,LV,LAC,False,Favorite,W,63-21,-3.0,O 36
2023,15,LAC,LV,True,Underdog,,,-3.0,O 36
2023,15,CIN,MIN,False,Favorite,W,27-24,0.0,O 41.5
2023,15,MIN,CIN,True,Underdog,,,0.0,O 41.5
2023,15,IND,PIT,False,Favorite,W,30-13,-1.5,O 41.5
2023,15,PIT,IND,True,Underdog,,,-1.5,O 41.5
2023,15,DET,DEN,False,Favorite,W,42-17,-5.5,O 49
2023,15,DEN,DET,True,Underdog,,,-5.5,O 49
2023,15,ATL,CAR,True,Favorite,L,7-9,-3.0,U 32.5
2023,15,CAR,ATL,False,Underdog,,,-3.0,U 32.5
2023,15,CLE,CHI,False,Favorite,W,20-17,-2.5,U 38
2023,15,CHI,CLE,True,Underdog,,,-2.5,U 38
2023,15,GB,TB,False,Favorite,L,20-34,-3.5,O 41.5
2023,15,TB,GB,True,Underdog,,,-3.5,O 41.5
2023,15,MIA,NYJ,False,Favorite,W,30-0,-7.0,U 35.5
2023,15,NYJ,MIA,True,Underdog,,,-7.0,U 35.5
2023,15,KC,NE,True,Favorite,W,27-17,0.0,O 39.5
2023,15,NE,KC,False,Underdog,,,0.0,O 39.5
2023,15,NO,NYG,False,Favorite,W,24-6,-6.0,U 39.5
2023,15,NYG,NO,True,Underdog,,,-6.0,U 39.5
2023,15,TEN,HOU,False,Favorite,L,16-19,-3.0,U 38
2023,15,HOU,TEN,True,Underdog,,,-3.0,U 38
2023,15,SF,ARI,True,Favorite,W,45-29,-12.0,O 48
2023,15,ARI,SF,False,Underdog,,,-12.0,O 48
2023,15,LA,WAS,False,Favorite,W,28-20,-6.5,U 48.5
2023,15,WAS,LA,True,Underdog,,,-6.5,U 48.5
2023,15,BUF,DAL,False,Favorite,W,31-10,-2.5,U 49
2023,15,DAL,BUF,True,Underdog,,,-2.5,U 49
2023,15,BAL,JAX,True,Favorite,W,23-7,-4.0,U 42
2023,15,JAX,BAL,False,Underdog,,,-4.0,U 42
2023,15,PHI,SEA,True,Favorite,L,17-20,-5.5,U 46
2023,15,SEA,PHI,False,Underdog,,,-5.5,U 46
2023,16,LA,NO,False,Favorite,W,30-22,-4.0,O 45.5
2023,16,NO,LA,True,Underdog,,,-4.0,O 45.5
2023,16,CIN,PIT,True,Favorite,L,11-34,-3.0,O 39
2023,16,PIT,CIN,False,Underdog,,,-3.0,O 39
2023,16,BUF,LAC,True,Favorite,W,24-22,-12.5,O 44.5
2023,16,LAC,BUF,False,Underdog,,,-12.5,O 44.5
2023,16,ATL,IND,False,Favorite,W,29-10,-2.5,U 44.5
2023,16,IND,ATL,True,Underdog,,,-2.5,U 44.5
2023,16,GB,CAR,True,Favorite,W,33-30,-3.5,O 39.5
